Date,Name,Symbol,Type,Category,Quantity,Price,TotalValue,Note
2022/7,Solana,SOL,Assets,Cryptocurrency,36.77,"1,191","43,810","Phantom ,Binance(earn)"
2022/7,AssangeDAO,JUSTIC,Assets,Cryptocurrency,"500,000.00",0.003,"1,724",Matamask
2022/7,Moonbeam,GLMR,Assets,Cryptocurrency,494.09,21,"10,484",Binance(earn)
2022/7,Sunny Aggregator,SUNNY,Assets,Cryptocurrency,"10,564.00",0.007,76,Phantom
2022/7,Saber,SBR,Assets,Cryptocurrency,103.51,0,13,Phantom
2022/7,Polkdot,DOT,Assets,Cryptocurrency,137.07,260,"35,635",Binance(earn)
2022/7,Avalanche,AVAX,Assets,Cryptocurrency,62.89,822,"51,686",Binance(earn)
2022/7,Astar,ASTR,Assets,Cryptocurrency,"18,502.00",1,"25,978",Binance(earn)
2022/7,Chainlink,LINK,Assets,Cryptocurrency,53.30,251,"13,358",Binance(earn)
2022/7,The Graph,GRT,Assets,Cryptocurrency,"1,112.52",4,"4,560",Binance(earn)
2022/7,BNB,BNB,Assets,Cryptocurrency,0.27,"9,412","2,538",Binance(earn)
2022/7,Optimism,OP,Assets,Cryptocurrency,211.00,51,"10,658",Binance(earn)
2022/7,USDT,USDT,Assets,Cryptocurrency,"5,608.00",30,"166,819",Binance(earn)
2022/7,USDT,USDT,Assets,Cryptocurrency,"2,011.00",30,"59,820",Binance(earn)
2022/7,USD,USD,Assets,Cash,"5,359.00",30,"159,412",FTX
2022/7,NVIDIA Corporation,NVDA,Assets,Listed stock,1.01,"4,473","4,517",FTX
2022/7,TWINBEANS stock,,Assets,Unlisted stock,"151,500.00",20,"3,030,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2022/7,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2022/7,Installment,TWD,Liabilities,Cash,1.00,"64,691","64,691",
2022/6,盈志 Bank,TWD,Assets,Cash,"82,238",1,"82,238",國泰世華
2022/6,郁雯 Bank,TWD,Assets,Cash,"605,123",1,"605,123",郵局
2022/6,Chia,XCH,Assets,Cryptocurrency,4.00,"1,367","5,467",Chia wallet
2022/6,Ethereum,ETH,Assets,Cryptocurrency,4.22,"29,594","124,767","Sushi(farm), Matamask, Binance(earn)"
2022/6,Solana,SOL,Assets,Cryptocurrency,32.84,909,"29,852","Phantom ,Binance(earn)"
2022/6,AssangeDAO,JUSTIC,Assets,Cryptocurrency,"500,000.00",0.002,"1,035",Matamask
2022/6,Moonbeam,GLMR,Assets,Cryptocurrency,494.09,17,"8,536",Binance(earn)
2022/6,Sunny Aggregator,SUNNY,Assets,Cryptocurrency,"10,564.00",0.007,70,Phantom
2022/6,Saber,SBR,Assets,Cryptocurrency,103.51,0,10,Phantom
2022/6,Polkdot,DOT,Assets,Cryptocurrency,137.07,196,"26,818",Binance(earn)
2022/6,Avalanche,AVAX,Assets,Cryptocurrency,62.12,468,"29,041",Binance(earn)
2022/6,Astar,ASTR,Assets,Cryptocurrency,"18,502.00",1,"22,977",Binance(earn)
2022/6,Chainlink,LINK,Assets,Cryptocurrency,52.84,174,"9,204",Binance(earn)
2022/6,The Graph,GRT,Assets,Cryptocurrency,"1,105.37",3,"2,930",Binance(earn)
2022/6,BNB,BNB,Assets,Cryptocurrency,0.27,"6,093","1,643",Binance(earn)
2022/6,Optimism,OP,Assets,Cryptocurrency,200.00,16,"3,128",Binance(earn)
2022/6,FTX,FTT,Assets,Cryptocurrency,155.00,696,"107,955",FTX
2022/6,USDT,USDT,Assets,Cryptocurrency,5608,29,"163,352",Binance(earn)
2022/6,USDT,USDT,Assets,Cryptocurrency,"2,008.00",29,"58,490",Binance(earn)
2022/6,USD,USD,Assets,Cash,"4,334.84",29,"126,267",FTX
2022/6,"Tesla, Inc.",TSLA,Assets,Listed stock,0.15,"19,166","2,875",FTX
2022/6,NVIDIA Corporation,NVDA,Assets,Listed stock,1.00,"5,006","5,005",FTX
2022/6,TWINBEANS stock,,Assets,Unlisted stock,"151,500.00",20,"3,030,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2022/6,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2022/6,Installment,TWD,Liabilities,Cash,1.00,"64,691","64,691",
2022/5,盈志 Bank,TWD,Assets,Cash,"84,120",1,"84,120",國泰世華
2022/5,郁雯 Bank,TWD,Assets,Cash,"607,015",1,"607,015",郵局
2022/5,Chia,XCH,Assets,Cryptocurrency,4.00,"1,012","4,047",Chia wallet
2022/5,Ethereum,ETH,Assets,Cryptocurrency,2.37,"57,632","136,414","Sushi(farm), Matamask, Binance(earn)"
2022/5,Solana,SOL,Assets,Cryptocurrency,32.84,"1,346","44,190","Phantom ,Binance(earn)"
2022/5,AssangeDAO,JUSTIC,Assets,Cryptocurrency,"500,000.00",0.004,"2,092",Matamask
2022/5,Moonbeam,GLMR,Assets,Cryptocurrency,494.09,39,"19,299",Binance(earn)
2022/5,Sunny Aggregator,SUNNY,Assets,Cryptocurrency,"10,564.00",0.016,171,Phantom
2022/5,Saber,SBR,Assets,Cryptocurrency,103.51,0,30,Phantom
2022/5,Polkdot,DOT,Assets,Cryptocurrency,137.07,300,"41,111",Binance(earn)
2022/5,Avalanche,AVAX,Assets,Cryptocurrency,25.87,775,"20,040",Binance(earn)
2022/5,Astar,ASTR,Assets,Cryptocurrency,"18,284.46",2,"35,090",Binance(earn)
2022/5,Chainlink,LINK,Assets,Cryptocurrency,52.99,405,"21,476",Binance(earn)
2022/5,The Graph,GRT,Assets,Cryptocurrency,"1,101.52",5,"4,967",Binance(earn)
2022/5,BNB,BNB,Assets,Cryptocurrency,0.27,"9,363","2,525",Binance(earn)
2022/5,USDT,USDT,Assets,Cryptocurrency,"6,331.59",29,"186,364",Binance(earn)
2022/5,USDT,USDT,Assets,Cryptocurrency,"2,410.77",29,"70,959",Binance(earn)
2022/5,USD,USD,Assets,Cash,"1,887.40",29,"55,554",FTX
2022/5,"Tesla, Inc.",TSLA,Assets,Listed stock,10.33,"22,546","232,824",FTX
2022/5,NVIDIA Corporation,NVDA,Assets,Listed stock,1.00,"5,563","5,562",FTX
2022/5,TWINBEANS stock,,Assets,Unlisted stock,"151,500.00",20,"3,030,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2022/5,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2022/5,Installment,TWD,Liabilities,Cash,1.00,"74,051","74,051",
2022/4,盈志 Bank,TWD,Assets,Cash,"72,910",1,"72,910",國泰世華
2022/4,郁雯 Bank,TWD,Assets,Cash,"527,459.00",1,"527,459",郵局
2022/4,Chia,XCH,Assets,Cryptocurrency,4.00,"1,874","7,495",Chia wallet
2022/4,Bitcoin,BTC,Assets,Cryptocurrency,0.035,"1,161,145","40,640",Binance(earn)
2022/4,Ethereum,ETH,Assets,Cryptocurrency,2.10,"86,258","181,177","Sushi(farm), Matamask, Binance(earn)"
2022/4,Solana,SOL,Assets,Cryptocurrency,15.82,"2,924","46,277","Phantom ,Binance(earn)"
2022/4,AssangeDAO,JUSTIC,Assets,Cryptocurrency,"500,000.00",0.012,"6,240",Matamask
2022/4,Moonbeam,GLMR,Assets,Cryptocurrency,485.81,112,"54,174",Binance(earn)
2022/4,Sunny Aggregator,SUNNY,Assets,Cryptocurrency,"10,564.00",0.056,587,Phantom
2022/4,BitDAO,BIT,Assets,Cryptocurrency,"1,238.71",36,"45,097",In Sushi(farm)
2022/4,Saber,SBR,Assets,Cryptocurrency,103.51,1,66,Phantom
2022/4,Polkdot,DOT,Assets,Cryptocurrency,89.60,529,"47,414",Binance(earn)
2022/4,Avalanche,AVAX,Assets,Cryptocurrency,15.13,"2,170","32,830",Binance(earn)
2022/4,Polygon,POL,Assets,Cryptocurrency,92.18,42,"3,842",Binance(earn)
2022/4,Astar,ASTR,Assets,Cryptocurrency,"14,587.81",6,"90,788",Binance(earn)
2022/4,Chainlink,LINK,Assets,Cryptocurrency,52.99,395,"20,916",Binance(earn)
2022/4,USDT,USDT,Assets,Cryptocurrency,"6,928.41",29,"198,615",Binance(earn)
2022/4,USD,USD,Assets,Cash,"2,032.10",29,"58,254",FTX
2022/4,Acala,ACA,Assets,Cryptocurrency,15.39,43,657,Binance(earn)
2022/4,"Tesla, Inc.",TSLA,Assets,Listed stock,12.00,"29,154","349,848",FTX
2022/4,NVIDIA Corporation,NVDA,Assets,Listed stock,3.00,"5,791","17,371",FTX
2022/4,TWINBEANS stock,,Assets,Unlisted stock,"151,500.00",20,"3,030,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2022/4,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2022/4,Installment,TWD,Liabilities,Cash,1.00,"95,412","95,412",
